500.perlbench_r,2.1,4328.677419,2.157096774,3175.354839,2.308387097,2247.354839,2.257741935,1369.580645,2.309677419,835,2.307741935,501.5806452,2.325483871,331.483871,2.376774194,246.7419355,2.329032258,178.7419355,2.338387097,153.9354839,2.408709677,123.5806452,0,0敏感
502.gcc_r,1.041612903,23784.12903,1.069677419,19915.48387,1.102903226,16814.48387,1.119032258,14137.32258,1.199677419,12211.74194,1.226129032,10619.90323,1.263548387,9322.870968,1.289032258,8315.483871,1.292580645,7489.129032,1.291612903,6800.290323,1.280322581,6270.677419,0,1不敏感
503.bwaves_r,2.904193548,14590.64516,2.85516129,13429.96774,2.832580645,15148.12903,2.794516129,13180.03226,2.770322581,13135.22581,2.828064516,13001.09677,2.811935484,14690,2.918387097,16543.22581,2.879354839,12707.93548,2.895806452,14285.19355,2.923548387,16372.87097,1,2流式
505.mcf_r,0.759677419,31446,0.759677419,24468.29032,0.775483871,22023.96774,0.865806452,20436.06452,0.798387097,14838.3871,0.889032258,16625.35484,0.850322581,12512.48387,0.877741935,11816.29032,0.904193548,14149.03226,0.858064516,9512.129032,0.850967742,11386.67742,1,
507.cactuBSSN_r,1.185483871,23593.6129,1.155806452,11818.93548,1.292580645,17556.35484,1.295806452,17528.3871,1.295806452,17501.83871,1.282580645,4264.032258,1.293548387,17628.58065,1.259032258,17352.06452,1.286774194,17248.64516,1.293870968,17453.19355,1.297096774,17584.80645,1,
508.namd_r,1.528709677,420.5483871,1.611935484,1582.709677,2.409677419,3171.354839,2.369354839,2983.451613,2.322258065,2884.677419,2.34516129,2753.419355,2.330967742,2627.193548,2.356451613,2551.677419,2.331290323,2481.419355,2.297741935,2419.612903,2.328064516,2413.709677,0,
511.povray_r,2.531612903,30.35483871,2.559032258,20.83870968,2.558709677,18.74193548,2.516451613,18.29032258,2.560967742,19.35483871,2.546774194,17.4516129,2.526451613,19.32258065,2.531290323,18.06451613,2.561612903,18.48387097,2.535483871,18.96774194,2.527419355,17.77419355,1,
519.lbm_r,1.334193548,90347.70968,1.41,85444.67742,1.429032258,77846.64516,1.448387097,71495.3871,1.494193548,66902.51613,1.421935484,61574.16129,1.470645161,61626.16129,1.516451613,60311.6129,1.476451613,59265.80645,1.425806452,56430.16129,1.412580645,55558.70968,1,
520.omnetpp_r,0.56516129,20097.64516,0.623548387,18518.3871,0.621612903,17465.35484,0.661612903,16427.77419,0.698387097,16450.51613,0.718709677,14960.70968,0.728387097,14532.06452,0.735483871,12689.80645,0.769354839,12494.48387,0.777419355,10775.41935,0.803225806,10067.32258,0,
523.xalancbmk_r,1.055806452,1688.580645,1.067096774,1509.516129,1.054516129,1481.580645,1.069354839,1511.419355,1.066451613,1499.516129,1.06483871,1547,1.047419355,1370.290323,1.032258065,1510.193548,1.070322581,1535.354839,1.068709677,1516.516129,1.142258065,427.7419355,1,
525.x264_r,0.603548387,184.8387097,0.385483871,119.9677419,0.700967742,28.70967742,0.670645161,261.8064516,0.571612903,120.8064516,0.582580645,159.5483871,0.752903226,366.6774194,0.535806452,60,0.71483871,210.5806452,0.619032258,240.3548387,0.757741935,250.2903226,1,
526.blender_r,1.197419355,8959.193548,1.300645161,7498.064516,1.307096774,6148.870968,1.366451613,5619.580645,1.38,4997.483871,1.334193548,4418.419355,1.479354839,4090.516129,1.388387097,3799.354839,1.399032258,3720.709677,1.398387097,3398.322581,1.362258065,3086.483871,1,
527.cam4_r,1.441612903,5157.354839,1.502903226,3165.419355,1.421612903,2409.322581,1.418709677,1822.645161,1.419354839,1552.129032,1.416451613,1405.741935,1.386129032,1325.290323,1.539677419,1262.774194,1.475806452,1234.483871,1.420967742,1206.967742,1.437741935,1163.612903,1,
531.deepsjeng_r,1.662580645,1713.903226,1.659677419,1740.225806,1.644516129,1670.129032,1.629354839,1657.483871,1.642258065,2099.709677,1.63,1638.451613,1.670967742,1633.870968,1.650645161,1625.354839,1.672903226,1616.741935,1.667741935,1609.290323,1.706774194,1954.483871,1,
538.imagick_r,3.072258065,379.2258065,3.018709677,105.1290323,3.101935484,46.58064516,3.008064516,32.61290323,3.103548387,29.32258065,3.116451613,28.61290323,3.09,27,3.068387097,26.74193548,2.977096774,23.96774194,3.081290323,25.38709677,3.080645161,26.29032258,1,
541.leela_r,1.150322581,159.8387097,1.15483871,68.16129032,1.179354839,34.83870968,1.192258065,23.51612903,1.162903226,20.51612903,1.154516129,22.41935484,1.199354839,18.09677419,1.139354839,17.96774194,1.118709677,16.19354839,1.117419355,16.19354839,1.114516129,16.5483871,1,
544.nab_r,1.22483871,1431.774194,1.210322581,1384.741935,1.201290323,1375.774194,1.165806452,1295,1.168387097,1243.322581,1.160645161,1250.193548,1.209354839,1233.709677,1.201290323,1217.064516,1.218387097,1196.290323,1.191612903,1180.870968,1.172903226,1148.483871,1,
548.exchange2_r,2.24,18.48387097,2.195806452,19.67741935,2.194516129,19.35483871,2.160645161,18.09677419,2.212580645,17.83870968,2.261290323,17.87096774,2.188709677,17.32258065,2.219032258,15.87096774,2.224516129,16.19354839,2.205483871,17.29032258,2.097419355,17.19354839,1,
549.fotonik3d_r,1.575806452,113392.2258,1.630645161,115351.2903,1.651612903,113599.3226,1.619354839,111227.5161,1.639677419,107159.9355,1.606451613,106254.3548,1.563548387,103216.7419,1.606774194,106006.9677,1.643870968,109496.3871,1.610967742,105455.871,1.596451613,104459.4839,1,
