CPU_Utilization,Frequency,IPC,Misses,LLC,MBL,Memory_Footprint,Virt_Memory,Res_Memory,Allocated_Cache,sensitive
93.8,2200.0,2.2,4016.0,1600.0,377.7,0.0,29984.0,27208.0,2.5,0
100.0,2200.0,1.9,1674.0,720.0,99.4,0.0,10536.0,5408.0,2.5,0
100.0,2199.865,1.41,4533.0,11880.0,222.0,0.1,155540.0,150516.0,20.0,1
100.0,2200.0,1.35,7716.0,12400.0,387.8,0.1,161764.0,156852.0,20.0,1
100.0,2200.0,1.89,1087.0,480.0,36.3,0.0,10876.0,5776.0,2.5,0
100.0,2200.0,1.45,907.0,6120.0,69.8,0.1,134804.0,129660.0,21.25,1
100.0,2199.865,2.58,91516.0,840.0,8371.6,0.1,68112.0,66204.0,1.25,1
100.0,2199.865,1.34,1502.0,360.0,192.7,0.0,23828.0,20360.0,2.5,0
100.0,2200.0,2.63,93728.0,1240.0,9278.4,0.1,68112.0,66204.0,2.5,1
93.8,2200.0,2.67,99784.0,1960.0,10257.5,0.1,68112.0,66204.0,2.5,1
100.0,2199.865,1.29,1203.0,1160.0,114.7,0.0,23832.0,20364.0,2.5,0
100.0,2200.0,2.16,1653.0,920.0,120.2,0.0,16348.0,4708.0,2.5,0
100.0,2199.865,2.63,94130.0,2680.0,9143.0,0.1,68112.0,66208.0,3.75,1
100.0,2199.865,0.46,27106.0,680.0,1431.4,0.1,88448.0,83628.0,5.0,1
100.0,2200.0,2.68,91818.0,3200.0,10384.7,0.1,68112.0,66208.0,5.0,1
100.0,2200.0,1.39,1058.0,200.0,169.4,0.0,23836.0,20100.0,2.5,0
100.0,2200.0,2.52,309.0,240.0,16.6,0.0,16348.0,4464.0,2.5,0
100.0,2199.865,2.73,95591.0,4840.0,9200.6,0.1,68112.0,66204.0,7.5,1
100.0,2200.0,2.54,241.0,160.0,6.9,0.0,16348.0,4460.0,2.5,0
100.0,2200.0,0.96,47126.0,2680.0,2921.4,0.1,108976.0,103780.0,10.0,1
100.0,2200.0,2.74,98058.0,6240.0,8888.1,0.1,68112.0,66204.0,10.0,1
100.0,2200.0,2.63,93640.0,5240.0,8385.6,0.1,68112.0,66204.0,10.0,1
100.0,2199.865,0.86,47615.0,6680.0,2606.4,0.1,115400.0,110380.0,11.25,1
100.0,2200.0,2.64,94174.0,8200.0,9166.2,0.1,68112.0,66208.0,11.25,1
100.0,2200.0,2.53,227.0,280.0,11.3,0.0,16348.0,4456.0,2.5,0
100.0,2200.0,1.28,1094.0,1680.0,108.8,0.0,23828.0,20360.0,2.5,0
100.0,2199.865,0.71,20309.0,1280.0,959.7,0.0,69392.0,64428.0,13.75,1
100.0,2199.865,2.73,98227.0,10760.0,10215.0,0.1,68112.0,66204.0,13.75,1
100.0,2200.0,2.66,93755.0,9040.0,9946.0,0.1,68112.0,66204.0,13.75,1
100.0,2200.0,2.53,346.0,240.0,3.2,0.0,16348.0,4464.0,2.5,0
100.0,2200.0,2.21,1295.0,280.0,19.5,0.0,16348.0,4716.0,2.5,0
100.0,2199.865,0.53,25634.0,3440.0,1698.5,0.1,82156.0,77120.0,15.0,1
100.0,2199.865,0.65,36420.0,3560.0,2111.3,0.1,153604.0,148404.0,16.25,1
100.0,2199.865,2.61,96328.0,12120.0,8971.4,0.1,68112.0,66204.0,16.25,1
100.0,2199.865,2.64,95453.0,4360.0,8890.2,0.1,68112.0,66204.0,16.25,1
100.0,2199.865,1.35,4677.0,3400.0,314.5,0.0,56892.0,51916.0,18.75,1
100.0,2200.0,2.6,90495.0,13560.0,8318.8,0.1,68112.0,66204.0,20.0,1
100.0,2200.0,1.37,1020.0,600.0,55.8,0.0,23828.0,20360.0,2.5,0
100.0,2200.0,0.59,24858.0,720.0,1496.1,0.1,103952.0,101396.0,1.25,1
100.0,2199.865,0.46,21105.0,360.0,1365.2,0.2,290704.0,286536.0,1.25,1
100.0,2200.0,1.48,5752.0,440.0,834.0,0.0,18508.0,13180.0,2.5,0
100.0,2199.865,0.68,22668.0,1080.0,1881.4,0.1,104564.0,102172.0,3.75,1
100.0,2200.0,1.55,4422.0,640.0,441.7,0.0,18508.0,13176.0,2.5,0
100.0,2200.0,0.42,21254.0,1320.0,3210.0,0.2,290704.0,286540.0,5.0,1
100.0,2200.0,1.51,4845.0,480.0,712.3,0.0,18508.0,13176.0,2.5,0
100.0,2200.0,0.47,20325.0,4040.0,2435.5,0.2,290704.0,286536.0,8.75,1
100.0,2200.0,0.47,20170.0,3880.0,2405.7,0.2,290704.0,286536.0,8.75,1
100.0,2200.0,0.56,50505.0,2320.0,3179.8,0.1,203332.0,187504.0,2.5,0
93.8,2200.0,0.61,3290.0,800.0,344.4,0.2,290704.0,286536.0,10.0,1
100.0,2200.0,1.54,4564.0,400.0,691.6,0.0,18508.0,13176.0,2.5,0
100.0,2199.865,0.92,15776.0,6040.0,1256.0,0.1,104088.0,101660.0,13.75,1
100.0,2199.865,0.9,16639.0,7160.0,1302.1,0.1,104564.0,102172.0,15.0,1
100.0,2200.0,1.59,3315.0,440.0,422.3,0.0,18508.0,13176.0,2.5,0
100.0,2199.865,0.85,17649.0,6640.0,1456.6,0.1,104504.0,102192.0,20.0,1
100.0,2200.0,0.9,15912.0,6160.0,1264.1,0.1,104504.0,102192.0,20.0,1
100.0,2200.0,0.62,13482.0,9960.0,1143.5,0.2,290704.0,286536.0,21.25,1
100.0,2199.865,1.54,4731.0,120.0,212.1,0.0,18508.0,13176.0,2.5,0
100.0,2200.0,0.66,26806.0,1600.0,1565.5,0.0,65880.0,50124.0,2.5,0
100.0,2200.0,0.41,33303.0,2320.0,1838.6,0.1,136412.0,120712.0,2.5,0
100.0,2200.0,2.15,1881.0,80.0,153.9,0.0,49452.0,46532.0,2.5,0
100.0,2199.865,0.61,3449.0,2360.0,199.5,0.2,290704.0,286540.0,5.0,1
93.8,2199.865,0.61,3260.0,3480.0,338.5,0.2,290704.0,286536.0,7.5,1
100.0,2200.0,0.47,19482.0,5840.0,2721.0,0.2,290704.0,286536.0,7.5,1
100.0,2200.0,0.43,33458.0,2040.0,1809.7,0.1,129508.0,113852.0,2.5,0
100.0,2200.0,0.59,50816.0,2440.0,3218.6,0.1,191356.0,175628.0,2.5,0
100.0,2199.865,2.02,1663.0,160.0,105.5,0.0,49452.0,46532.0,2.5,0
100.0,2199.865,0.51,45636.0,2200.0,2484.3,0.1,207068.0,191200.0,2.5,0
100.0,2199.865,0.61,3050.0,3400.0,283.0,0.2,290704.0,286536.0,12.5,1
100.0,2200.0,2.38,2457.0,6920.0,161.2,0.1,204068.0,186660.0,18.75,1
100.0,2199.865,0.69,9046.0,11200.0,487.5,0.2,290704.0,286536.0,20.0,1
100.0,2199.865,0.66,53507.0,2360.0,3446.1,0.1,187768.0,171928.0,2.5,0
100.0,2199.865,0.62,3216.0,13040.0,299.8,0.2,290704.0,286540.0,21.25,1
100.0,2200.0,2.07,4070.0,120.0,159.1,0.0,49452.0,46724.0,2.5,0
100.0,2199.865,1.87,1773.0,1040.0,101.0,0.0,10876.0,5776.0,2.5,0
100.0,2199.865,2.14,3919.0,400.0,239.1,0.1,113304.0,111224.0,3.75,1
100.0,2199.865,2.09,4330.0,1320.0,285.9,0.1,125724.0,123608.0,3.75,1
100.0,2200.0,2.31,3766.0,1360.0,238.6,0.1,203652.0,186132.0,3.75,1
100.0,2199.865,2.09,5261.0,440.0,342.3,0.1,204068.0,187188.0,3.75,1
100.0,2199.865,2.28,3008.0,320.0,179.6,0.1,128160.0,126212.0,5.0,1
100.0,2200.0,2.4,3404.0,1920.0,233.6,0.1,204068.0,187188.0,5.0,1
100.0,2199.865,2.35,3398.0,2720.0,220.0,0.1,204340.0,187980.0,5.0,1
100.0,2199.865,1.64,2319.0,1080.0,128.3,0.0,18508.0,13176.0,2.5,0
100.0,2200.0,2.26,4342.0,2520.0,258.0,0.1,204484.0,188504.0,6.25,1
100.0,2200.0,2.33,3870.0,2160.0,232.2,0.1,204616.0,188768.0,6.25,1
100.0,2199.865,2.25,2917.0,2760.0,167.1,0.1,119060.0,116964.0,7.5,1
100.0,2200.0,2.39,3258.0,2440.0,240.8,0.1,203652.0,186132.0,7.5,1
100.0,2200.0,1.62,2408.0,1160.0,596.4,0.0,18508.0,13180.0,2.5,0
100.0,2200.0,2.24,2727.0,3280.0,235.6,0.1,122452.0,120440.0,8.75,1
100.0,2200.0,2.24,2877.0,2760.0,248.8,0.1,127860.0,125720.0,8.75,1
100.0,2199.865,1.65,2215.0,1080.0,261.9,0.0,18508.0,13176.0,2.5,0
100.0,2200.0,1.63,2593.0,1480.0,280.1,0.0,18508.0,13176.0,2.5,0
100.0,2200.0,1.65,2371.0,1680.0,445.4,0.0,18508.0,13176.0,2.5,0
93.8,2200.0,2.43,2541.0,840.0,188.6,0.1,204616.0,188768.0,12.5,1
100.0,2199.865,2.42,2667.0,4400.0,180.0,0.1,204340.0,188244.0,13.75,1
100.0,2200.0,1.62,2453.0,1160.0,208.8,0.0,18508.0,13176.0,2.5,0
100.0,2200.0,1.62,2638.0,1600.0,224.8,0.0,18508.0,13176.0,2.5,0
100.0,2200.0,2.09,216.0,640.0,44.6,0.0,9708.0,4616.0,2.5,0
100.0,2200.0,2.02,1179.0,880.0,127.5,0.0,10536.0,5408.0,2.5,0
100.0,2199.865,2.33,1677.0,3840.0,167.1,0.1,202872.0,185076.0,17.5,1
100.0,2200.0,2.35,1552.0,3680.0,104.4,0.1,204340.0,187716.0,18.75,1
100.0,2200.0,1.62,2023.0,1080.0,229.3,0.0,18508.0,13180.0,2.5,0
100.0,2199.865,1.63,2044.0,1400.0,281.4,0.0,18508.0,13180.0,2.5,0
100.0,2199.865,2.38,917.0,6040.0,70.8,0.1,131400.0,129120.0,21.25,1
100.0,2200.0,1.31,1594.0,680.0,317.9,0.0,23832.0,20292.0,2.5,0
100.0,2199.865,1.12,24902.0,1720.0,5150.9,0.1,108584.0,87648.0,2.5,1
100.0,2200.0,2.01,6530.0,40.0,411.4,0.1,204340.0,187980.0,3.75,1
100.0,2199.865,1.61,2380.0,240.0,102.3,0.0,18508.0,13176.0,2.5,0
93.8,2199.865,1.29,1479.0,280.0,74.8,0.0,23836.0,20296.0,2.5,0
100.0,2199.865,0.9,19766.0,4200.0,1899.2,0.1,111728.0,89876.0,7.5,1
100.0,2199.865,1.0,23507.0,6440.0,2135.2,0.1,111420.0,88208.0,8.75,1
100.0,2199.865,2.2,4615.0,1640.0,297.7,0.1,202872.0,185076.0,8.75,1
100.0,2200.0,2.12,5010.0,1200.0,293.3,0.1,204340.0,187980.0,8.75,1
100.0,2199.865,2.05,5614.0,880.0,323.0,0.1,204484.0,188508.0,8.75,1
100.0,2200.0,2.14,4564.0,880.0,360.5,0.1,204200.0,187452.0,10.0,1
100.0,2199.865,1.09,18334.0,10080.0,1792.9,0.1,112804.0,89904.0,12.5,1
100.0,2199.865,1.27,1482.0,920.0,97.4,0.0,23832.0,20364.0,2.5,0
93.8,2200.0,1.08,9728.0,10080.0,843.4,0.1,112252.0,88300.0,15.0,1
100.0,2199.865,1.31,1097.0,760.0,723.6,0.0,23832.0,20364.0,2.5,0
100.0,2199.865,1.64,2376.0,760.0,426.2,0.0,18508.0,13176.0,2.5,0
100.0,2199.865,1.62,2267.0,640.0,405.1,0.0,18508.0,13176.0,2.5,0
100.0,2200.0,1.38,1055.0,840.0,214.2,0.0,23832.0,20364.0,2.5,0
100.0,2199.865,1.28,1648.0,10960.0,328.4,0.1,109424.0,88408.0,20.0,1
100.0,2199.865,2.3,1842.0,1920.0,279.6,0.1,202724.0,184812.0,21.25,1
100.0,2200.0,1.11,3810.0,720.0,431.2,0.0,23836.0,20364.0,2.5,0
100.0,2199.865,0.91,40104.0,1960.0,4330.1,0.1,112428.0,88336.0,2.5,1
100.0,2200.0,1.67,1.0,160.0,1.2,0.5,813016.0,672100.0,2.5,0
100.0,2199.865,0.99,39403.0,3000.0,5266.6,0.1,112260.0,90012.0,3.75,1
100.0,2199.865,1.53,4624.0,2240.0,540.0,0.6,833092.0,769968.0,2.5,0
100.0,2199.865,1.52,4755.0,2000.0,550.8,0.6,833092.0,778876.0,2.5,0
100.0,2199.865,1.04,36008.0,5520.0,3451.3,0.1,112284.0,89756.0,6.25,1
100.0,2199.865,1.02,11862.0,7520.0,1481.4,0.1,111972.0,88264.0,8.75,1
100.0,2199.865,1.52,4761.0,2360.0,493.0,0.6,833092.0,777220.0,2.5,0
100.0,2200.0,1.87,2820.0,600.0,344.4,0.0,10536.0,5408.0,2.5,0
100.0,2199.865,1.04,11925.0,10200.0,1118.6,0.1,111372.0,89768.0,12.5,1
100.0,2199.865,2.22,4398.0,2320.0,351.7,0.1,204340.0,187712.0,13.75,1
100.0,2200.0,2.22,4367.0,960.0,304.8,0.1,203340.0,185868.0,15.0,1
100.0,2199.865,1.71,943.0,40.0,38.8,0.0,10536.0,5408.0,2.5,0
100.0,2199.865,1.94,1601.0,520.0,149.7,0.0,10876.0,5776.0,2.5,0
100.0,2199.865,2.32,3314.0,2720.0,230.6,0.1,204340.0,187716.0,20.0,1
93.8,2200.0,0.73,44171.0,640.0,3168.0,0.1,100672.0,95596.0,1.25,1
100.0,2199.865,0.75,45785.0,600.0,3257.3,0.1,102344.0,97180.0,1.25,1
100.0,2199.865,1.22,693.0,440.0,97.3,0.0,20728.0,9012.0,2.5,0
100.0,2200.0,0.62,23260.0,840.0,2055.9,0.1,104504.0,102196.0,2.5,1
100.0,2200.0,1.3,471.0,440.0,19.5,0.0,19112.0,7860.0,2.5,0
100.0,2200.0,2.03,926.0,280.0,71.6,0.0,49452.0,46464.0,2.5,0
100.0,2199.865,0.68,22976.0,1800.0,1991.0,0.1,104092.0,101660.0,5.0,1
100.0,2200.0,0.95,39521.0,2000.0,2522.9,0.1,129148.0,124116.0,5.0,1
100.0,2199.865,1.25,445.0,240.0,37.3,0.0,20368.0,8708.0,2.5,0
100.0,2200.0,2.04,943.0,640.0,66.2,0.0,49452.0,46724.0,2.5,0
100.0,2199.865,1.13,38432.0,2640.0,3024.7,0.1,105388.0,100352.0,6.25,1
100.0,2199.865,2.16,976.0,1040.0,61.0,0.0,49452.0,46532.0,2.5,0
100.0,2199.865,0.66,37883.0,3080.0,2920.1,0.1,150632.0,145500.0,7.5,1
100.0,2200.0,1.26,591.0,800.0,36.9,0.0,20368.0,8712.0,2.5,0
100.0,2200.0,1.92,611.0,440.0,58.9,0.0,49452.0,46728.0,2.5,0
100.0,2200.0,0.76,19994.0,3800.0,1825.1,0.1,104564.0,102172.0,10.0,1
100.0,2199.865,1.19,6333.0,4560.0,684.6,0.0,69392.0,64428.0,11.25,1
100.0,2199.865,0.81,19264.0,4560.0,1673.8,0.1,104088.0,101656.0,13.75,1
93.8,2200.0,0.83,17796.0,4280.0,1529.6,0.1,104088.0,101660.0,16.25,1
100.0,2200.0,1.26,567.0,560.0,17.7,0.0,20032.0,8452.0,2.5,0
100.0,2199.865,1.23,600.0,360.0,17.7,0.0,21116.0,9516.0,2.5,0
100.0,2199.865,1.25,482.0,440.0,23.7,0.0,20368.0,8708.0,2.5,0
100.0,2200.0,0.86,16388.0,4480.0,1385.4,0.1,104088.0,101616.0,18.75,1
100.0,2200.0,1.43,3209.0,5320.0,147.5,0.1,141544.0,136528.0,18.75,1
100.0,2200.0,1.26,11769.0,7480.0,360.6,0.1,152360.0,147352.0,18.75,1
100.0,2200.0,2.07,976.0,880.0,73.0,0.0,49452.0,46728.0,2.5,0
100.0,2199.865,2.3,253.0,1840.0,51.0,0.1,98764.0,96172.0,20.0,1
100.0,2199.865,1.39,579.0,5760.0,51.1,0.1,72916.0,67712.0,20.0,1
100.0,2200.0,0.84,16617.0,6280.0,1133.2,0.1,104504.0,102192.0,21.25,1
100.0,2200.0,0.5,28380.0,800.0,1564.6,0.1,77460.0,72432.0,2.5,1
100.0,2199.865,0.82,52365.0,560.0,2717.6,0.1,113916.0,108796.0,2.5,1
100.0,2200.0,1.4,2518.0,760.0,1032.9,0.0,5476.0,3188.0,2.5,0
100.0,2200.0,1.4,2665.0,320.0,290.5,0.0,5476.0,3188.0,2.5,0
100.0,2200.0,2.73,95916.0,3400.0,9110.2,0.1,68112.0,66208.0,5.0,1
100.0,2199.865,2.72,93693.0,3760.0,10431.6,0.1,68112.0,66208.0,5.0,1
93.8,2200.0,1.4,2386.0,720.0,1051.1,0.0,5476.0,3184.0,2.5,0
100.0,2200.0,1.41,2799.0,240.0,666.1,0.0,5476.0,3184.0,2.5,0
100.0,2200.0,1.4,2920.0,320.0,376.1,0.0,5476.0,3184.0,2.5,0
100.0,2199.865,0.36,30281.0,2320.0,1872.8,0.1,152092.0,136288.0,2.5,0
100.0,2200.0,1.62,11297.0,3600.0,1002.4,0.1,100816.0,95860.0,13.75,1
100.0,2200.0,1.55,17774.0,5560.0,1350.7,0.1,104520.0,99556.0,16.25,1
100.0,2199.865,0.59,24927.0,5280.0,1695.0,0.1,94596.0,89528.0,17.5,1
100.0,2199.865,1.41,2851.0,760.0,615.4,0.0,5476.0,3184.0,2.5,0
100.0,2199.865,2.79,99278.0,13560.0,9233.6,0.1,68112.0,66208.0,18.75,1
100.0,2200.0,0.71,34397.0,3120.0,2021.8,0.1,156300.0,151308.0,20.0,1
100.0,2200.0,2.71,96677.0,14320.0,9403.0,0.1,68112.0,66204.0,20.0,1
100.0,2200.0,1.4,2966.0,480.0,1229.5,0.0,5476.0,3184.0,2.5,0
100.0,2199.865,0.47,22726.0,240.0,1825.0,0.2,290704.0,286540.0,1.25,1
100.0,2200.0,1.35,4912.0,440.0,666.0,0.7,870036.0,865236.0,2.5,0
100.0,2199.865,1.4,4839.0,960.0,653.0,0.7,870036.0,865236.0,2.5,0
100.0,2200.0,1.2,6343.0,1240.0,716.8,0.7,871644.0,866612.0,2.5,0
100.0,2199.865,0.55,9673.0,680.0,768.3,0.2,290704.0,286536.0,2.5,1
100.0,2199.865,1.38,4452.0,1560.0,1217.0,0.7,870036.0,865496.0,2.5,0
100.0,2199.865,0.44,22054.0,1920.0,3008.8,0.2,290704.0,286536.0,5.0,1
100.0,2199.865,2.22,2329.0,2240.0,638.8,0.2,289420.0,285528.0,6.25,1
100.0,2200.0,0.82,19857.0,2240.0,1473.2,0.1,104088.0,101660.0,6.25,1
100.0,2199.865,0.76,21478.0,1840.0,1545.4,0.1,104568.0,102176.0,6.25,1
93.8,2200.0,0.73,20439.0,1560.0,1528.5,0.1,104504.0,102196.0,6.25,1
100.0,2199.865,0.61,3313.0,1200.0,276.1,0.2,290704.0,286536.0,7.5,1
100.0,2200.0,1.35,4123.0,1040.0,515.5,0.7,870036.0,864968.0,2.5,0
100.0,2199.865,1.59,3089.0,760.0,201.8,0.0,18508.0,13180.0,2.5,0
100.0,2200.0,1.6,2933.0,760.0,187.8,0.0,18508.0,13180.0,2.5,0
100.0,2199.865,0.78,20636.0,2080.0,1524.1,0.1,104500.0,102192.0,8.75,1
100.0,2200.0,1.61,2395.0,760.0,189.8,0.0,18508.0,13176.0,2.5,0
100.0,2200.0,0.61,2976.0,1480.0,316.6,0.2,290704.0,286536.0,11.25,1
100.0,2200.0,0.54,17663.0,5480.0,1659.0,0.2,290704.0,286536.0,15.0,1
100.0,2199.865,0.61,3139.0,1200.0,240.9,0.2,290704.0,286540.0,16.25,1
100.0,2200.0,0.55,16761.0,7760.0,1349.9,0.2,290704.0,286540.0,16.25,1
93.8,2199.865,1.61,2563.0,1120.0,537.0,0.0,18508.0,13180.0,2.5,0
100.0,2200.0,1.25,3829.0,1440.0,470.6,0.7,867820.0,862904.0,2.5,0
100.0,2200.0,1.62,3421.0,1800.0,142.9,0.0,18508.0,13176.0,2.5,0
100.0,2200.0,1.33,4523.0,1320.0,523.4,0.7,870036.0,865496.0,2.5,0
100.0,2200.0,1.62,2405.0,1040.0,216.2,0.0,18508.0,13176.0,2.5,0
100.0,2200.0,1.91,1167.0,680.0,58.5,0.0,10536.0,5408.0,2.5,0
100.0,2200.0,0.67,24216.0,1400.0,1971.2,0.1,104564.0,102032.0,2.5,1
100.0,2200.0,1.83,455.0,960.0,18.0,0.0,10536.0,5412.0,2.5,0
100.0,2199.865,1.48,1172.0,2240.0,189.4,0.4,593412.0,569652.0,7.5,1
100.0,2200.0,2.04,3955.0,2440.0,429.0,0.4,623116.0,551544.0,7.5,1
100.0,2200.0,2.01,687.0,720.0,57.8,0.0,6576.0,3760.0,2.5,0
100.0,2200.0,0.81,19048.0,6160.0,1424.3,0.1,104084.0,101656.0,10.0,1
100.0,2199.865,1.92,911.0,1240.0,132.1,0.0,10536.0,5408.0,2.5,0
100.0,2200.0,1.94,666.0,840.0,60.0,0.0,10536.0,5408.0,2.5,0
100.0,2200.0,1.92,748.0,920.0,44.8,0.0,10536.0,5408.0,2.5,0
100.0,2200.0,2.18,264.0,360.0,9.3,0.0,6576.0,3760.0,2.5,0
100.0,2200.0,2.01,896.0,1120.0,27.2,0.0,10536.0,5408.0,2.5,0
100.0,2199.865,0.99,10622.0,5720.0,1031.9,0.5,623116.0,616736.0,17.5,1
100.0,2199.865,0.91,15824.0,7720.0,1379.2,0.1,104500.0,102192.0,17.5,1
100.0,2199.865,2.18,149.0,120.0,10.8,0.0,6576.0,3760.0,2.5,0
100.0,2200.0,0.99,13890.0,10680.0,1034.0,0.1,103952.0,101396.0,18.75,1
100.0,2200.0,1.82,469.0,1200.0,438.6,0.0,10536.0,5412.0,2.5,0
100.0,2200.0,2.03,507.0,40.0,1.9,0.0,6576.0,3756.0,2.5,0
100.0,2199.865,0.99,10066.0,5680.0,980.3,0.5,623116.0,615128.0,21.25,1
100.0,2199.865,1.69,1117.0,560.0,7.7,0.0,10876.0,5776.0,2.5,0
100.0,2200.0,1.94,1676.0,200.0,11.4,0.0,6576.0,3760.0,2.5,0
100.0,2199.865,0.35,14917.0,40.0,188.9,0.1,112732.0,110432.0,1.25,1
100.0,2199.865,0.41,15457.0,80.0,244.8,0.1,114656.0,112280.0,1.25,1
100.0,2200.0,2.22,1075.0,560.0,127.4,0.0,16348.0,4712.0,2.5,0
100.0,2199.865,0.57,7380.0,1240.0,675.6,0.2,290704.0,286536.0,2.5,1
100.0,2200.0,1.62,1124.0,440.0,39.9,0.0,159356.0,47112.0,2.5,0
100.0,2200.0,2.06,4069.0,760.0,293.8,0.1,116164.0,113840.0,3.75,1
100.0,2199.865,2.13,3695.0,80.0,272.4,0.1,117940.0,115952.0,3.75,1
100.0,2200.0,2.37,1368.0,240.0,8.4,0.0,16348.0,4708.0,2.5,0
100.0,2200.0,0.46,21351.0,3720.0,3024.4,0.2,290704.0,286536.0,5.0,1
93.8,2200.0,2.38,1866.0,40.0,7.0,0.0,16348.0,4460.0,2.5,0
100.0,2200.0,1.61,5275.0,840.0,25.0,0.0,159356.0,47112.0,2.5,0
100.0,2200.0,2.52,305.0,360.0,13.1,0.0,16348.0,4460.0,2.5,0
100.0,2199.865,2.21,3253.0,40.0,196.8,0.1,123820.0,121760.0,10.0,1
100.0,2200.0,1.62,1184.0,880.0,85.4,0.0,159356.0,47116.0,2.5,0
100.0,2199.865,2.26,2092.0,3080.0,154.7,0.1,123136.0,120968.0,13.75,1
100.0,2200.0,0.61,13674.0,9760.0,1308.3,0.2,290704.0,286540.0,15.0,1
100.0,2200.0,2.15,3469.0,2000.0,244.2,0.1,126264.0,124136.0,16.25,1
100.0,2200.0,1.62,1094.0,1040.0,28.6,0.0,159356.0,47112.0,2.5,0
100.0,2200.0,2.5,647.0,360.0,336.2,0.0,16348.0,4460.0,2.5,0
100.0,2200.0,2.36,932.0,1200.0,58.6,0.1,123144.0,120968.0,20.0,1
100.0,2200.0,2.23,918.0,640.0,34.1,0.0,16348.0,4712.0,2.5,0
100.0,2199.865,2.21,963.0,800.0,38.0,0.0,16348.0,4712.0,2.5,0
100.0,2200.0,1.63,656.0,1040.0,28.4,0.0,159356.0,47112.0,2.5,0
100.0,2199.865,1.63,958.0,1200.0,34.6,0.0,159356.0,47112.0,2.5,0
100.0,2200.0,2.35,2045.0,240.0,756.4,0.0,16348.0,4460.0,2.5,0
100.0,2200.0,1.61,2713.0,760.0,236.4,0.0,159356.0,47112.0,2.5,0
100.0,2200.0,1.58,4819.0,680.0,465.8,0.0,159356.0,47112.0,2.5,0
100.0,2199.865,0.53,24066.0,1080.0,1625.9,0.1,104436.0,101912.0,1.25,1
100.0,2199.865,0.73,21855.0,2280.0,1848.6,0.1,104564.0,102172.0,3.75,1
100.0,2200.0,0.75,20905.0,3560.0,1630.1,0.1,104568.0,102176.0,5.0,1
100.0,2200.0,1.9,2426.0,120.0,37.7,0.0,6576.0,3764.0,2.5,0
100.0,2200.0,2.12,1412.0,200.0,138.4,0.0,6576.0,3760.0,2.5,0
100.0,2200.0,1.52,4444.0,1640.0,914.3,0.6,833092.0,778936.0,2.5,0
100.0,2199.865,2.12,4594.0,240.0,316.8,0.1,204340.0,187716.0,12.5,1
100.0,2200.0,2.13,4847.0,280.0,341.6,0.1,204340.0,187980.0,12.5,1
100.0,2199.865,1.96,1701.0,320.0,76.8,0.0,6576.0,3760.0,2.5,0
100.0,2200.0,0.89,14663.0,7760.0,1196.3,0.1,104504.0,102192.0,15.0,1
100.0,2200.0,2.26,4042.0,1400.0,302.7,0.1,204340.0,187980.0,15.0,1
100.0,2199.865,0.96,12919.0,8240.0,1007.7,0.1,104084.0,101656.0,17.5,1
100.0,2200.0,1.98,1837.0,280.0,60.9,0.0,6576.0,3760.0,2.5,0
100.0,2199.865,1.89,2070.0,120.0,57.7,0.0,6576.0,3760.0,2.5,0
100.0,2200.0,1.52,3266.0,1920.0,285.9,0.6,830280.0,781088.0,2.5,0
100.0,2200.0,2.37,2826.0,1760.0,202.9,0.1,204068.0,186924.0,21.25,1
100.0,2199.865,2.3,3204.0,560.0,229.2,0.1,204200.0,187452.0,21.25,1
100.0,2199.865,2.16,1.0,520.0,1.2,0.5,813176.0,674332.0,2.5,0
100.0,2199.865,0.37,25619.0,800.0,3913.0,0.2,290704.0,286540.0,1.25,1
100.0,2200.0,2.52,9220.0,400.0,669.4,0.0,32968.0,26764.0,2.5,0
100.0,2200.0,0.6,4006.0,240.0,317.9,0.2,290704.0,286540.0,5.0,1
100.0,2200.0,0.61,3578.0,720.0,352.5,0.2,290704.0,286540.0,6.25,1
100.0,2199.865,0.91,10887.0,1920.0,1257.1,0.2,289420.0,285524.0,7.5,1
100.0,2200.0,0.61,3520.0,440.0,325.9,0.2,290704.0,286536.0,7.5,1
100.0,2199.865,0.61,3520.0,880.0,264.4,0.2,290704.0,286536.0,8.75,1
100.0,2200.0,2.53,268.0,2280.0,64.5,0.0,59548.0,55908.0,2.5,0
100.0,2199.865,1.11,6151.0,7720.0,952.0,0.1,111108.0,88064.0,13.75,1
100.0,2200.0,1.1,6817.0,7320.0,1087.0,0.1,111292.0,88112.0,13.75,1
100.0,2200.0,1.11,6453.0,9400.0,1180.4,0.1,112140.0,88280.0,13.75,1
100.0,2199.865,0.61,3184.0,1920.0,342.0,0.2,290704.0,286536.0,15.0,1
100.0,2200.0,2.53,155.0,200.0,9.5,0.0,32968.0,26688.0,2.5,0
100.0,2200.0,1.63,719.0,1120.0,46.0,0.0,159356.0,47112.0,2.5,0
100.0,2199.865,2.53,133.0,280.0,6.3,0.0,32968.0,26676.0,2.5,0
100.0,2199.865,1.09,21177.0,7040.0,1848.3,0.1,112980.0,90164.0,18.75,1
100.0,2199.865,0.61,3120.0,1440.0,315.0,0.2,290704.0,286540.0,20.0,1
100.0,2199.865,1.28,11984.0,360.0,416.8,0.1,118504.0,116216.0,1.25,1
100.0,2200.0,1.91,6086.0,80.0,419.1,0.1,124480.0,122288.0,2.5,1
